
Label=v(1) vs T
LabelX=T
LabelY=v(1)
Data Point Count=25005
T,v(1)
 5.3405E-006, 8.9234E-001
 5.3415E-006, 8.4944E-001
 5.3435E-006, 7.6366E-001
 5.3475E-006, 5.9208E-001
 5.3500E-006, 4.8485E-001
 5.3505E-006, 4.8894E-001
 5.3515E-006, 4.9711E-001
 5.3535E-006, 5.1346E-001
 5.3575E-006, 5.4617E-001
 5.3600E-006, 5.6661E-001
 5.3605E-006, 5.8517E-001
 5.3615E-006, 6.2229E-001
 5.3635E-006, 6.9654E-001
 5.3675E-006, 8.4503E-001
 5.3700E-006, 9.3783E-001
 5.3705E-006, 9.1446E-001
 5.3715E-006, 8.6771E-001
 5.3735E-006, 7.7420E-001
 5.3775E-006, 5.8720E-001
 5.3800E-006, 4.7032E-001
 5.3805E-006, 4.9418E-001
 5.3815E-006, 5.4191E-001
 5.3835E-006, 6.3737E-001
 5.3875E-006, 8.2828E-001
 5.3900E-006, 9.4760E-001
 5.3905E-006, 9.3782E-001
 5.3915E-006, 9.1825E-001
 5.3935E-006, 8.7911E-001
 5.3975E-006, 8.0084E-001
 5.4000E-006, 7.5192E-001
 5.4005E-006, 7.5178E-001
 5.4015E-006, 7.5150E-001
 5.4035E-006, 7.5095E-001
 5.4075E-006, 7.4986E-001
 5.4100E-006, 7.4917E-001
 5.4105E-006, 7.4525E-001
 5.4115E-006, 7.3742E-001
 5.4135E-006, 7.2176E-001
 5.4175E-006, 6.9044E-001
 5.4200E-006, 6.7086E-001
 5.4205E-006, 6.4899E-001
 5.4215E-006, 6.0524E-001
 5.4235E-006, 5.1776E-001
 5.4275E-006, 3.4279E-001
 5.4300E-006, 2.3344E-001
 5.4305E-006, 2.6472E-001
 5.4315E-006, 3.2729E-001
 5.4335E-006, 4.5242E-001
 5.4375E-006, 7.0268E-001
 5.4400E-006, 8.5910E-001
 5.4405E-006, 8.4878E-001
 5.4415E-006, 8.2815E-001
 5.4435E-006, 7.8689E-001
 5.4475E-006, 7.0437E-001
 5.4500E-006, 6.5279E-001
 5.4505E-006, 6.6652E-001
 5.4515E-006, 6.9397E-001
 5.4535E-006, 7.4888E-001
 5.4575E-006, 8.5870E-001
 5.4600E-006, 9.2734E-001
 5.4605E-006, 9.1268E-001
 5.4615E-006, 8.8338E-001
 5.4635E-006, 8.2477E-001
 5.4675E-006, 7.0756E-001
 5.4700E-006, 6.3430E-001
 5.4705E-006, 6.4903E-001
 5.4715E-006, 6.7849E-001
 5.4735E-006, 7.3741E-001
 5.4775E-006, 8.5524E-001
 5.4800E-006, 9.2889E-001
 5.4805E-006, 8.9629E-001
 5.4815E-006, 8.3107E-001
 5.4835E-006, 7.0065E-001
 5.4875E-006, 4.3980E-001
 5.4900E-006, 2.7677E-001
 5.4905E-006, 2.9313E-001
 5.4915E-006, 3.2586E-001
 5.4935E-006, 3.9130E-001
 5.4975E-006, 5.2219E-001
 5.5000E-006, 6.0399E-001
 5.5005E-006, 6.1438E-001
 5.5015E-006, 6.3517E-001
 5.5035E-006, 6.7674E-001
 5.5075E-006, 7.5989E-001
 5.5100E-006, 8.1185E-001
 5.5105E-006, 7.8191E-001
 5.5115E-006, 7.2202E-001
 5.5135E-006, 6.0224E-001
 5.5175E-006, 3.6268E-001
 5.5200E-006, 2.1296E-001
 5.5205E-006, 2.3510E-001
 5.5215E-006, 2.7938E-001
 5.5235E-006, 3.6794E-001
 5.5275E-006, 5.4505E-001
 5.5300E-006, 6.5575E-001
 5.5305E-006, 6.5938E-001
 5.5315E-006, 6.6664E-001
 5.5335E-006, 6.8116E-001
 5.5375E-006, 7.1020E-001
 5.5400E-006, 7.2835E-001
 5.5405E-006, 7.3141E-001
 5.5415E-006, 7.3753E-001
 5.5435E-006, 7.4976E-001
 5.5475E-006, 7.7422E-001
 5.5500E-006, 7.8951E-001
 5.5505E-006, 7.9121E-001
 5.5515E-006, 7.9460E-001
 5.5535E-006, 8.0137E-001
 5.5575E-006, 8.1492E-001
 5.5600E-006, 8.2339E-001
 5.5605E-006, 8.0258E-001
 5.5615E-006, 7.6097E-001
 5.5635E-006, 6.7774E-001
 5.5675E-006, 5.1128E-001
 5.5700E-006, 4.0724E-001
 5.5705E-006, 3.9123E-001
 5.5715E-006, 3.5922E-001
 5.5735E-006, 2.9519E-001
 5.5775E-006, 1.6713E-001
 5.5800E-006, 8.7100E-002
 5.5805E-006, 1.2223E-001
 5.5815E-006, 1.9250E-001
 5.5835E-006, 3.3304E-001
 5.5875E-006, 6.1412E-001
 5.5900E-006, 7.8979E-001
 5.5905E-006, 7.9255E-001
 5.5915E-006, 7.9807E-001
 5.5935E-006, 8.0911E-001
 5.5975E-006, 8.3119E-001
 5.6000E-006, 8.4500E-001
 5.6005E-006, 8.2871E-001
 5.6015E-006, 7.9614E-001
 5.6035E-006, 7.3100E-001
 5.6075E-006, 6.0073E-001
 5.6100E-006, 5.1930E-001
 5.6105E-006, 5.1773E-001
 5.6115E-006, 5.1459E-001
 5.6135E-006, 5.0830E-001
 5.6175E-006, 4.9573E-001
 5.6200E-006, 4.8787E-001
 5.6205E-006, 4.9217E-001
 5.6215E-006, 5.0077E-001
 5.6235E-006, 5.1797E-001
 5.6275E-006, 5.5237E-001
 5.6300E-006, 5.7387E-001
 5.6305E-006, 5.9228E-001
 5.6315E-006, 6.2909E-001
 5.6335E-006, 7.0272E-001
 5.6375E-006, 8.4998E-001
 5.6400E-006, 9.4201E-001
 5.6405E-006, 9.2771E-001
 5.6415E-006, 8.9911E-001
 5.6435E-006, 8.4191E-001
 5.6475E-006, 7.2750E-001
 5.6500E-006, 6.5600E-001
 5.6505E-006, 6.4661E-001
 5.6515E-006, 6.2785E-001
 5.6535E-006, 5.9031E-001
 5.6575E-006, 5.1525E-001
 5.6600E-006, 4.6834E-001
 5.6605E-006, 4.6688E-001
 5.6615E-006, 4.6397E-001
 5.6635E-006, 4.5814E-001
 5.6675E-006, 4.4648E-001
 5.6700E-006, 4.3919E-001
 5.6705E-006, 4.6673E-001
 5.6715E-006, 5.2182E-001
 5.6735E-006, 6.3198E-001
 5.6775E-006, 8.5231E-001
 5.6800E-006, 9.9002E-001
 5.6805E-006, 9.5984E-001
 5.6815E-006, 8.9948E-001
 5.6835E-006, 7.7875E-001
 5.6875E-006, 5.3730E-001
 5.6900E-006, 3.8639E-001
 5.6905E-006, 3.7877E-001
 5.6915E-006, 3.6353E-001
 5.6935E-006, 3.3304E-001
 5.6975E-006, 2.7206E-001
 5.7000E-006, 2.3395E-001
 5.7005E-006, 2.4885E-001
 5.7015E-006, 2.7863E-001
 5.7035E-006, 3.3820E-001
 5.7075E-006, 4.5733E-001
 5.7100E-006, 5.3179E-001
 5.7105E-006, 5.4342E-001
 5.7115E-006, 5.6670E-001
 5.7135E-006, 6.1325E-001
 5.7175E-006, 7.0636E-001
 5.7200E-006, 7.6455E-001
 5.7205E-006, 7.3851E-001
 5.7215E-006, 6.8643E-001
 5.7235E-006, 5.8227E-001
 5.7275E-006, 3.7395E-001
 5.7300E-006, 2.4375E-001
 5.7305E-006, 2.3683E-001
 5.7315E-006, 2.2297E-001
 5.7335E-006, 1.9527E-001
 5.7375E-006, 1.3986E-001
 5.7400E-006, 1.0523E-001
 5.7405E-006, 1.3141E-001
 5.7415E-006, 1.8377E-001
 5.7435E-006, 2.8850E-001
 5.7475E-006, 4.9796E-001
 5.7500E-006, 6.2886E-001
 5.7505E-006, 6.0830E-001
 5.7515E-006, 5.6717E-001
 5.7535E-006, 4.8491E-001
 5.7575E-006, 3.2039E-001
 5.7600E-006, 2.1757E-001
 5.7605E-006, 2.0775E-001
 5.7615E-006, 1.8810E-001
 5.7635E-006, 1.4882E-001
 5.7675E-006, 7.0254E-002
 5.7700E-006, 2.1149E-002
 5.7705E-006, 3.2900E-002
 5.7715E-006, 5.6403E-002
 5.7735E-006, 1.0341E-001
 5.7775E-006, 1.9742E-001
 5.7800E-006, 2.5617E-001
 5.7805E-006, 2.4580E-001
 5.7815E-006, 2.2506E-001
 5.7835E-006, 1.8357E-001
 5.7875E-006, 1.0060E-001
 5.7900E-006, 4.8738E-002
 5.7905E-006, 6.4954E-002
 5.7915E-006, 9.7386E-002
 5.7935E-006, 1.6225E-001
 5.7975E-006, 2.9198E-001
 5.8000E-006, 3.7306E-001
 5.8005E-006, 3.6489E-001
 5.8015E-006, 3.4854E-001
 5.8035E-006, 3.1585E-001
 5.8075E-006, 2.5047E-001
 5.8100E-006, 2.0960E-001
 5.8105E-006, 2.0037E-001
 5.8115E-006, 1.8190E-001
 5.8135E-006, 1.4496E-001
 5.8175E-006, 7.1078E-002
 5.8200E-006, 2.4903E-002
 5.8205E-006, 6.5851E-002
 5.8215E-006, 1.4775E-001
 5.8235E-006, 3.1154E-001
 5.8275E-006, 6.3913E-001
 5.8300E-006, 8.4387E-001
 5.8305E-006, 8.2033E-001
 5.8315E-006, 7.7326E-001
 5.8335E-006, 6.7911E-001
 5.8375E-006, 4.9081E-001
 5.8400E-006, 3.7312E-001
 5.8405E-006, 4.0371E-001
 5.8415E-006, 4.6488E-001
 5.8435E-006, 5.8723E-001
 5.8475E-006, 8.3193E-001
 5.8500E-006, 9.8486E-001
 5.8505E-006, 9.6452E-001
 5.8515E-006, 9.2383E-001
 5.8535E-006, 8.4246E-001
 5.8575E-006, 6.7971E-001
 5.8600E-006, 5.7799E-001
 5.8605E-006, 5.9575E-001
 5.8615E-006, 6.3126E-001
 5.8635E-006, 7.0229E-001
 5.8675E-006, 8.4435E-001
 5.8700E-006, 9.3313E-001
 5.8705E-006, 9.2176E-001
 5.8715E-006, 8.9901E-001
 5.8735E-006, 8.5350E-001
 5.8775E-006, 7.6250E-001
 5.8800E-006, 7.0562E-001
 5.8805E-006, 7.0281E-001
 5.8815E-006, 6.9720E-001
 5.8835E-006, 6.8598E-001
 5.8875E-006, 6.6353E-001
 5.8900E-006, 6.4949E-001
 5.8905E-006, 6.2748E-001
 5.8915E-006, 5.8345E-001
 5.8935E-006, 4.9538E-001
 5.8975E-006, 3.1925E-001
 5.9000E-006, 2.0917E-001
 5.9005E-006, 2.1522E-001
 5.9015E-006, 2.2732E-001
 5.9035E-006, 2.5152E-001
 5.9075E-006, 2.9991E-001
 5.9100E-006, 3.3015E-001
 5.9105E-006, 3.2087E-001
 5.9115E-006, 3.0232E-001
 5.9135E-006, 2.6521E-001
 5.9175E-006, 1.9098E-001
 5.9200E-006, 1.4460E-001
 5.9205E-006, 1.8419E-001
 5.9215E-006, 2.6336E-001
 5.9235E-006, 4.2172E-001
 5.9275E-006, 7.3843E-001
 5.9300E-006, 9.3637E-001
 5.9305E-006, 8.9228E-001
 5.9315E-006, 8.0410E-001
 5.9335E-006, 6.2774E-001
 5.9375E-006, 2.7502E-001
 5.9400E-006, 5.4567E-002
 5.9405E-006, 5.8005E-002
 5.9415E-006, 6.4881E-002
 5.9435E-006, 7.8632E-002
 5.9475E-006, 1.0614E-001
 5.9500E-006, 1.2333E-001
 5.9505E-006, 1.3892E-001
 5.9515E-006, 1.7011E-001
 5.9535E-006, 2.3250E-001
 5.9575E-006, 3.5727E-001
 5.9600E-006, 4.3525E-001
 5.9605E-006, 4.1746E-001
 5.9615E-006, 3.8186E-001
 5.9635E-006, 3.1068E-001
 5.9675E-006, 1.6830E-001
 5.9700E-006, 7.9318E-002
 5.9705E-006, 1.0059E-001
 5.9715E-006, 1.4313E-001
 5.9735E-006, 2.2822E-001
 5.9775E-006, 3.9839E-001
 5.9800E-006, 5.0475E-001
 5.9805E-006, 4.9771E-001
 5.9815E-006, 4.8365E-001
 5.9835E-006, 4.5553E-001
 5.9875E-006, 3.9927E-001
 5.9900E-006, 3.6412E-001
 5.9905E-006, 3.5860E-001
 5.9915E-006, 3.4755E-001
 5.9935E-006, 3.2547E-001
 5.9975E-006, 2.8130E-001
 6.0000E-006, 2.5370E-001
 6.0005E-006, 2.4393E-001
 6.0015E-006, 2.2438E-001
 6.0035E-006, 1.8527E-001
 6.0075E-006, 1.0707E-001
 6.0100E-006, 5.8199E-002
 6.0105E-006, 6.0060E-002
 6.0115E-006, 6.3784E-002
 6.0135E-006, 7.1230E-002
 6.0175E-006, 8.6123E-002
 6.0200E-006, 9.5431E-002
 6.0205E-006, 1.1665E-001
 6.0215E-006, 1.5909E-001
 6.0235E-006, 2.4396E-001
 6.0275E-006, 4.1370E-001
 6.0300E-006, 5.1979E-001
 6.0305E-006, 5.1750E-001
 6.0315E-006, 5.1292E-001
 6.0335E-006, 5.0375E-001
 6.0375E-006, 4.8541E-001
 6.0400E-006, 4.7395E-001
 6.0405E-006, 4.9643E-001
 6.0415E-006, 5.4137E-001
 6.0435E-006, 6.3127E-001
 6.0475E-006, 8.1106E-001
 6.0500E-006, 9.2343E-001
 6.0505E-006, 8.8517E-001
 6.0515E-006, 8.0865E-001
 6.0535E-006, 6.5561E-001
 6.0575E-006, 3.4954E-001
 6.0600E-006, 1.5824E-001
 6.0605E-006, 1.8268E-001
 6.0615E-006, 2.3155E-001
 6.0635E-006, 3.2930E-001
 6.0675E-006, 5.2480E-001
 6.0700E-006, 6.4699E-001
 6.0705E-006, 6.2826E-001
 6.0715E-006, 5.9080E-001
 6.0735E-006, 5.1588E-001
 6.0775E-006, 3.6603E-001
 6.0800E-006, 2.7238E-001
 6.0805E-006, 2.8912E-001
 6.0815E-006, 3.2261E-001
 6.0835E-006, 3.8959E-001
 6.0875E-006, 5.2354E-001
 6.0900E-006, 6.0726E-001
 6.0905E-006, 5.7749E-001
 6.0915E-006, 5.1797E-001
 6.0935E-006, 3.9892E-001
 6.0975E-006, 1.6081E-001
 6.1000E-006, 1.1994E-002
 6.1005E-006, 5.8496E-002
 6.1015E-006, 1.5150E-001
 6.1035E-006, 3.3751E-001
 6.1075E-006, 7.0953E-001
 6.1100E-006, 9.4205E-001
 6.1105E-006, 9.0002E-001
 6.1115E-006, 8.1596E-001
 6.1135E-006, 6.4785E-001
 6.1175E-006, 3.1162E-001
 6.1200E-006, 1.0147E-001
 6.1205E-006, 1.0278E-001
 6.1215E-006, 1.0539E-001
 6.1235E-006, 1.1062E-001
 6.1275E-006, 1.2107E-001
 6.1300E-006, 1.2760E-001
 6.1305E-006, 1.7005E-001
 6.1315E-006, 2.5496E-001
 6.1335E-006, 4.2477E-001
 6.1375E-006, 7.6439E-001
 6.1400E-006, 9.7665E-001
 6.1405E-006, 9.6905E-001
 6.1415E-006, 9.5384E-001
 6.1435E-006, 9.2343E-001
 6.1475E-006, 8.6260E-001
 6.1500E-006, 8.2458E-001
 6.1505E-006, 7.8656E-001
 6.1515E-006, 7.1052E-001
 6.1535E-006, 5.5843E-001
 6.1575E-006, 2.5426E-001
 6.1600E-006, 6.4150E-002
 6.1605E-006, 9.0468E-002
 6.1615E-006, 1.4310E-001
 6.1635E-006, 2.4837E-001
 6.1675E-006, 4.5891E-001
 6.1700E-006, 5.9050E-001
 6.1705E-006, 6.1050E-001
 6.1715E-006, 6.5049E-001
 6.1735E-006, 7.3047E-001
 6.1775E-006, 8.9044E-001
 6.1800E-006, 9.9042E-001
 6.1805E-006, 9.5143E-001
 6.1815E-006, 8.7345E-001
 6.1835E-006, 7.1749E-001
 6.1875E-006, 4.0558E-001
 6.1900E-006, 2.1064E-001
 6.1905E-006, 2.3607E-001
 6.1915E-006, 2.8694E-001
 6.1935E-006, 3.8867E-001
 6.1975E-006, 5.9213E-001
 6.2000E-006, 7.1929E-001
 6.2005E-006, 7.2821E-001
 6.2015E-006, 7.4606E-001
 6.2035E-006, 7.8175E-001
 6.2075E-006, 8.5312E-001
 6.2100E-006, 8.9773E-001
 6.2105E-006, 8.5845E-001
 6.2115E-006, 7.7989E-001
 6.2135E-006, 6.2276E-001
 6.2175E-006, 3.0850E-001
 6.2200E-006, 1.1209E-001
 6.2205E-006, 1.1307E-001
 6.2215E-006, 1.1501E-001
 6.2235E-006, 1.1890E-001
 6.2275E-006, 1.2667E-001
 6.2300E-006, 1.3153E-001
 6.2305E-006, 1.6749E-001
 6.2315E-006, 2.3940E-001
 6.2335E-006, 3.8322E-001
 6.2375E-006, 6.7087E-001
 6.2400E-006, 8.5064E-001
 6.2405E-006, 8.3640E-001
 6.2415E-006, 8.0792E-001
 6.2435E-006, 7.5095E-001
 6.2475E-006, 6.3702E-001
 6.2500E-006, 5.6581E-001
 6.2505E-006, 5.7197E-001
 6.2515E-006, 5.8430E-001
 6.2535E-006, 6.0894E-001
 6.2575E-006, 6.5824E-001
 6.2600E-006, 6.8905E-001
 6.2605E-006, 6.7231E-001
 6.2615E-006, 6.3885E-001
 6.2635E-006, 5.7191E-001
 6.2675E-006, 4.3805E-001
 6.2700E-006, 3.5438E-001
 6.2705E-006, 3.4814E-001
 6.2715E-006, 3.3564E-001
 6.2735E-006, 3.1066E-001
 6.2775E-006, 2.6070E-001
 6.2800E-006, 2.2947E-001
 6.2805E-006, 2.4613E-001
 6.2815E-006, 2.7945E-001
 6.2835E-006, 3.4609E-001
 6.2875E-006, 4.7937E-001
 6.2900E-006, 5.6267E-001
 6.2905E-006, 5.5816E-001
 6.2915E-006, 5.4913E-001
 6.2935E-006, 5.3107E-001
 6.2975E-006, 4.9496E-001
 6.3000E-006, 4.7240E-001
 6.3005E-006, 4.5683E-001
 6.3015E-006, 4.2571E-001
 6.3035E-006, 3.6347E-001
 6.3075E-006, 2.3898E-001
 6.3100E-006, 1.6117E-001
 6.3105E-006, 1.9825E-001
 6.3115E-006, 2.7243E-001
 6.3135E-006, 4.2077E-001
 6.3175E-006, 7.1746E-001
 6.3200E-006, 9.0289E-001
 6.3205E-006, 8.8613E-001
 6.3215E-006, 8.5262E-001
 6.3235E-006, 7.8560E-001
 6.3275E-006, 6.5155E-001
 6.3300E-006, 5.6777E-001
 6.3305E-006, 5.6244E-001
 6.3315E-006, 5.5179E-001
 6.3335E-006, 5.3048E-001
 6.3375E-006, 4.8786E-001
 6.3400E-006, 4.6123E-001
 6.3405E-006, 4.8527E-001
 6.3415E-006, 5.3336E-001
 6.3435E-006, 6.2954E-001
 6.3475E-006, 8.2191E-001
 6.3500E-006, 9.4214E-001
 6.3505E-006, 8.9696E-001
 6.3515E-006, 8.0660E-001
 6.3535E-006, 6.2589E-001
 6.3575E-006, 2.6447E-001
 6.3600E-006, 3.8575E-002
 6.3605E-006, 6.4788E-002
 6.3615E-006, 1.1721E-001
 6.3635E-006, 2.2206E-001
 6.3675E-006, 4.3176E-001
 6.3700E-006, 5.6282E-001
 6.3705E-006, 5.7248E-001
 6.3715E-006, 5.9178E-001
 6.3735E-006, 6.3039E-001
 6.3775E-006, 7.0762E-001
 6.3800E-006, 7.5588E-001
 6.3805E-006, 7.5608E-001
 6.3815E-006, 7.5647E-001
 6.3835E-006, 7.5725E-001
 6.3875E-006, 7.5881E-001
 6.3900E-006, 7.5979E-001
 6.3905E-006, 7.6469E-001
 6.3915E-006, 7.7448E-001
 6.3935E-006, 7.9407E-001
 6.3975E-006, 8.3324E-001
 6.4000E-006, 8.5772E-001
 6.4005E-006, 8.2275E-001
 6.4015E-006, 7.5282E-001
 6.4035E-006, 6.1295E-001
 6.4075E-006, 3.3320E-001
 6.4100E-006, 1.5836E-001
 6.4105E-006, 1.6059E-001
 6.4115E-006, 1.6504E-001
 6.4135E-006, 1.7394E-001
 6.4175E-006, 1.9176E-001
 6.4200E-006, 2.0289E-001
 6.4205E-006, 2.1974E-001
 6.4215E-006, 2.5345E-001
 6.4235E-006, 3.2086E-001
 6.4275E-006, 4.5569E-001
 6.4300E-006, 5.3996E-001
 6.4305E-006, 5.4730E-001
 6.4315E-006, 5.6197E-001
 6.4335E-006, 5.9131E-001
 6.4375E-006, 6.4999E-001
 6.4400E-006, 6.8667E-001
 6.4405E-006, 6.8050E-001
 6.4415E-006, 6.6816E-001
 6.4435E-006, 6.4349E-001
 6.4475E-006, 5.9415E-001
 6.4500E-006, 5.6331E-001
 6.4505E-006, 5.4073E-001
 6.4515E-006, 4.9557E-001
 6.4535E-006, 4.0525E-001
 6.4575E-006, 2.2460E-001
 6.4600E-006, 1.1170E-001
 6.4605E-006, 1.0842E-001
 6.4615E-006, 1.0187E-001
 6.4635E-006, 8.8775E-002
 6.4675E-006, 6.2578E-002
 6.4700E-006, 4.6205E-002
 6.4705E-006, 7.6861E-002
 6.4715E-006, 1.3817E-001
 6.4735E-006, 2.6080E-001
 6.4775E-006, 5.0604E-001
 6.4800E-006, 6.5932E-001
 6.4805E-006, 6.5650E-001
 6.4815E-006, 6.5086E-001
 6.4835E-006, 6.3958E-001
 6.4875E-006, 6.1702E-001
 6.4900E-006, 6.0292E-001
 6.4905E-006, 6.1404E-001
 6.4915E-006, 6.3627E-001
 6.4935E-006, 6.8074E-001
 6.4975E-006, 7.6967E-001
 6.5000E-006, 8.2525E-001
 6.5005E-006, 7.9865E-001
 6.5015E-006, 7.4545E-001
 6.5035E-006, 6.3904E-001
 6.5075E-006, 4.2623E-001
 6.5100E-006, 2.9322E-001
 6.5105E-006, 2.8361E-001
 6.5115E-006, 2.6439E-001
 6.5135E-006, 2.2595E-001
 6.5175E-006, 1.4907E-001
 6.5200E-006, 1.0102E-001
 6.5205E-006, 1.3058E-001
 6.5215E-006, 1.8970E-001
 6.5235E-006, 3.0795E-001
 6.5275E-006, 5.4444E-001
 6.5300E-006, 6.9225E-001
 6.5305E-006, 6.7889E-001
 6.5315E-006, 6.5217E-001
 6.5335E-006, 5.9872E-001
 6.5375E-006, 4.9184E-001
 6.5400E-006, 4.2503E-001
 6.5405E-006, 4.3160E-001
 6.5415E-006, 4.4475E-001
 6.5435E-006, 4.7105E-001
 6.5475E-006, 5.2364E-001
 6.5500E-006, 5.5651E-001
 6.5505E-006, 5.3495E-001
 6.5515E-006, 4.9184E-001
 6.5535E-006, 4.0562E-001
 6.5575E-006, 2.3318E-001
 6.5600E-006, 1.2540E-001
 6.5605E-006, 1.2767E-001
 6.5615E-006, 1.3219E-001
 6.5635E-006, 1.4125E-001
 6.5675E-006, 1.5937E-001
 6.5700E-006, 1.7069E-001
 6.5705E-006, 1.7978E-001
 6.5715E-006, 1.9795E-001
 6.5735E-006, 2.3429E-001
 6.5775E-006, 3.0697E-001
 6.5800E-006, 3.5240E-001
 6.5805E-006, 3.6645E-001
 6.5815E-006, 3.9456E-001
 6.5835E-006, 4.5077E-001
 6.5875E-006, 5.6320E-001
 6.5900E-006, 6.3347E-001
 6.5905E-006, 6.2556E-001
 6.5915E-006, 6.0974E-001
 6.5935E-006, 5.7810E-001
 6.5975E-006, 5.1482E-001
 6.6000E-006, 4.7526E-001
 6.6005E-006, 4.9671E-001
 6.6015E-006, 5.3959E-001
 6.6035E-006, 6.2536E-001
 6.6075E-006, 7.9690E-001
 6.6100E-006, 9.0411E-001
 6.6105E-006, 8.7026E-001
 6.6115E-006, 8.0255E-001
 6.6135E-006, 6.6714E-001
 6.6175E-006, 3.9632E-001
 6.6200E-006, 2.2706E-001
 6.6205E-006, 2.4137E-001
 6.6215E-006, 2.6999E-001
 6.6235E-006, 3.2723E-001
 6.6275E-006, 4.4171E-001
 6.6300E-006, 5.1326E-001
 6.6305E-006, 4.9454E-001
 6.6315E-006, 4.5710E-001
 6.6335E-006, 3.8223E-001
 6.6375E-006, 2.3248E-001
 6.6400E-006, 1.3889E-001
 6.6405E-006, 1.5999E-001
 6.6415E-006, 2.0218E-001
 6.6435E-006, 2.8657E-001
 6.6475E-006, 4.5535E-001
 6.6500E-006, 5.6084E-001
 6.6505E-006, 5.6500E-001
 6.6515E-006, 5.7332E-001
 6.6535E-006, 5.8997E-001
 6.6575E-006, 6.2326E-001
 6.6600E-006, 6.4406E-001
 6.6605E-006, 6.1739E-001
 6.6615E-006, 5.6403E-001
 6.6635E-006, 4.5733E-001
 6.6675E-006, 2.4392E-001
 6.6700E-006, 1.1054E-001
 6.6705E-006, 1.4367E-001
 6.6715E-006, 2.0993E-001
 6.6735E-006, 3.4244E-001
 6.6775E-006, 6.0748E-001
 6.6800E-006, 7.7313E-001
 6.6805E-006, 7.5786E-001
 6.6815E-006, 7.2733E-001
 6.6835E-006, 6.6628E-001
 6.6875E-006, 5.4417E-001
 6.6900E-006, 4.6785E-001
 6.6905E-006, 4.5598E-001
 6.6915E-006, 4.3223E-001
 6.6935E-006, 3.8474E-001
 6.6975E-006, 2.8975E-001
 6.7000E-006, 2.3038E-001
 6.7005E-006, 2.2988E-001
 6.7015E-006, 2.2888E-001
 6.7035E-006, 2.2687E-001
 6.7075E-006, 2.2285E-001
 6.7100E-006, 2.2034E-001
 6.7105E-006, 2.3253E-001
 6.7115E-006, 2.5691E-001
 6.7135E-006, 3.0566E-001
 6.7175E-006, 4.0316E-001
 6.7200E-006, 4.6409E-001
 6.7205E-006, 4.6354E-001
 6.7215E-006, 4.6244E-001
 6.7235E-006, 4.6023E-001
 6.7275E-006, 4.5581E-001
 6.7300E-006, 4.5305E-001
 6.7305E-006, 4.6755E-001
 6.7315E-006, 4.9655E-001
 6.7335E-006, 5.5456E-001
 6.7375E-006, 6.7058E-001
 6.7400E-006, 7.4310E-001
 6.7405E-006, 7.2342E-001
 6.7415E-006, 6.8408E-001
 6.7435E-006, 6.0539E-001
 6.7475E-006, 4.4801E-001
 6.7500E-006, 3.4965E-001
 6.7505E-006, 3.7503E-001
 6.7515E-006, 4.2580E-001
 6.7535E-006, 5.2734E-001
 6.7575E-006, 7.3041E-001
 6.7600E-006, 8.5733E-001
 6.7605E-006, 8.4348E-001
 6.7615E-006, 8.1578E-001
 6.7635E-006, 7.6038E-001
 6.7675E-006, 6.4959E-001
 6.7700E-006, 5.8034E-001
 6.7705E-006, 5.7577E-001
 6.7715E-006, 5.6663E-001
 6.7735E-006, 5.4836E-001
 6.7775E-006, 5.1181E-001
 6.7800E-006, 4.8897E-001
 6.7805E-006, 4.9363E-001
 6.7815E-006, 5.0296E-001
 6.7835E-006, 5.2162E-001
 6.7875E-006, 5.5894E-001
 6.7900E-006, 5.8226E-001
 6.7905E-006, 5.6256E-001
 6.7915E-006, 5.2314E-001
 6.7935E-006, 4.4431E-001
 6.7975E-006, 2.8665E-001
 6.8000E-006, 1.8812E-001
 6.8005E-006, 1.8788E-001
 6.8015E-006, 1.8741E-001
 6.8035E-006, 1.8647E-001
 6.8075E-006, 1.8459E-001
 6.8100E-006, 1.8342E-001
 6.8105E-006, 2.1666E-001
 6.8115E-006, 2.8316E-001
 6.8135E-006, 4.1614E-001
 6.8175E-006, 6.8212E-001
 6.8200E-006, 8.4835E-001
 6.8205E-006, 8.1260E-001
 6.8215E-006, 7.4109E-001
 6.8235E-006, 5.9807E-001
 6.8275E-006, 3.1202E-001
 6.8300E-006, 1.3324E-001
 6.8305E-006, 1.3876E-001
 6.8315E-006, 1.4980E-001
 6.8335E-006, 1.7187E-001
 6.8375E-006, 2.1601E-001
 6.8400E-006, 2.4360E-001
 6.8405E-006, 2.3665E-001
 6.8415E-006, 2.2275E-001
 6.8435E-006, 1.9494E-001
 6.8475E-006, 1.3934E-001
 6.8500E-006, 1.0459E-001
 6.8505E-006, 1.0852E-001
 6.8515E-006, 1.1639E-001
 6.8535E-006, 1.3213E-001
 6.8575E-006, 1.6362E-001
 6.8600E-006, 1.8329E-001
 6.8605E-006, 2.1157E-001
 6.8615E-006, 2.6812E-001
 6.8635E-006, 3.8122E-001
 6.8675E-006, 6.0743E-001
 6.8700E-006, 7.4880E-001
 6.8705E-006, 7.5074E-001
 6.8715E-006, 7.5462E-001
 6.8735E-006, 7.6237E-001
 6.8775E-006, 7.7787E-001
 6.8800E-006, 7.8756E-001
 6.8805E-006, 7.7544E-001
 6.8815E-006, 7.5120E-001
 6.8835E-006, 7.0272E-001
 6.8875E-006, 6.0575E-001
 6.8900E-006, 5.4515E-001
